Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
presiden tuduh rezim anti islam buat negeri buat umat,1,0,1,0,0,0,0,0,1,1,0,0
manusia bangsat,1,1,1,0,0,0,0,0,1,1,0,0
tpi ya cina kenal wisata haram indonesia haha,1,0,0,1,0,1,0,0,0,0,1,0
nanya prabowo pks bib asyik anggap antek prabowo antek pks hidup dramatis,1,0,1,0,0,0,0,0,1,1,0,0
sahabat salahlovren bukti beda suku agama ras halang bina hubung umat manusia beda warna sendiri jalin teman terima kasih lovrensalah  favourites bff bro,0,0,0,0,0,0,0,0,0,0,0,0
laemeskipun turun turun ideologi partai komunis indonesia lekat jiwa mreka,0,0,0,0,0,0,0,0,0,0,0,0
kesal rokok motor iya kadang pengap tutup,0,0,0,0,0,0,0,0,0,0,0,0
udah maaf kunyuk bronnenak banget rasan merekasebar hoax maafsebar hoaks maaf laginnmesti sapu biar jera nih orang,1,1,1,0,0,0,0,0,1,1,0,0
hello warga jakarta wakil kepala dpmptsp provinsi dki jakarta denny wahyu haryanto wakil wakil gubernur provinsi dki jakarta buka acara junior chamber international jci indonesia national event setiamelayanijakarta,0,0,0,0,0,0,0,0,0,0,0,0
kuat jaring gubernur tekan kuasa state of the art knowledge bahasa rantau indonesia,0,0,0,0,0,0,0,0,0,0,0,0
pandang tgb agama politik,0,0,0,0,0,0,0,0,0,0,0,0
provider brengsek,1,1,0,1,0,0,0,0,1,0,1,0
susilo bambang yudhoyono presiden ri khofifah emil masyarakat no baguss,0,0,0,0,0,0,0,0,0,0,0,0
dungu orang ganti presiden tp tau mikiiiir,1,1,1,0,0,0,0,0,1,1,0,0
bokep cewek bispak bandung ngentot croot full,0,1,0,0,0,0,0,0,0,0,0,0
kampret complain raga tanggap fuck,1,1,0,1,0,0,0,0,1,0,1,0
kayak jablay gta mau jemput pakai mobil,1,1,1,0,0,0,0,1,0,1,0,0
lihat memek tante,0,1,0,0,0,0,0,0,0,0,0,0
kerja musuh dakwah islam bubar hti rakyat hak lengser jokowi kodok tukang citra,1,0,1,0,1,0,0,0,0,0,0,1
hah lengkap orang bukti goblok si,1,1,1,0,0,0,0,0,1,1,0,0
salah khalifah rasyidin rang orang kafir orangorang orang munafik,0,0,0,0,0,0,0,0,0,0,0,0
suka nete uji nasional maklumin,0,1,0,0,0,0,0,0,0,0,0,0
nek lihat match chelsea sih menang mudah emyu iya embuh sih chelsea kacrut ki prediksi,1,1,0,1,0,0,0,0,1,0,1,0
yakali tni suruh urus sampah plastik,0,0,0,0,0,0,0,0,0,0,0,0
khawatir manuver politik bijak rezim moga nkri cinta aamiin,0,0,0,0,0,0,0,0,0,0,0,0
madi arya lapor rocky gerung polisi serius tuh kitab suci fiksi rocky nyata salah hina wait anut agama a anggap kitab suci,0,0,0,0,0,0,0,0,0,0,0,0
bajing tengik,0,1,0,0,0,0,0,0,0,0,0,0
pakai buruh cina rakyat pnganggurandasar rejim kodok,1,1,1,0,0,1,0,0,0,1,0,0
,1,1,0,1,0,0,0,0,1,0,1,0
rupiah haneul cute pacar perekyang on retweet,0,1,0,0,0,0,0,0,0,0,0,0
bilang anti asing asengnda tau wkwkwkwkwk,0,0,0,0,0,0,0,0,0,0,0,0
suriah sekolah radikal rakit bomplg indonesia pklya aman,0,0,0,0,0,0,0,0,0,0,0,0
kadang hidup kayak tai kadang berak orang beres tainya tangan,0,1,0,0,0,0,0,0,0,0,0,0
ih banci selotipan,1,1,1,0,0,0,0,1,0,1,0,0
haha kalah nih iya orang jahat kalah,1,0,1,0,0,0,0,0,1,1,0,0
gubernurzamannow keanekaragaman budaya suku agama sungguh kaya kita djarot hadap serta rakercabsu,0,0,0,0,0,0,0,0,0,0,0,0
yg cinta orde meng idola prabowo amp hary tanoe d,1,0,1,0,0,0,0,0,1,1,0,0
nantang buka dada eh sebut setan habis kamus lawan kenegarawanan joko widodo presiden ri stresssssss nih hati hati kena stoke serang jantung rakyat indonesia hilang politik merdeka,1,1,0,1,0,0,1,0,0,0,1,0
belah duren yaaaangak dunguya ya,1,1,1,0,0,0,0,0,1,1,0,0
yahudi nasrani al kitab taurat injil kenal muhammad,0,0,0,0,0,0,0,0,0,0,0,0
bubar hti amp fpi,1,0,0,1,1,0,0,0,0,0,0,1
ahok verbal keras lampias lari lelaki lunak,1,0,1,0,0,0,0,1,0,1,0,0
dar bagi teman teman kantor langgan cadar langsung bilang awas bom hela nafas,0,0,0,0,0,0,0,0,0,0,0,0
pantat nih tusuk bo wa gaybrondong massageboy gayjakarta gayjogja,0,1,0,0,0,0,0,0,0,0,0,0
ancam bunuh presiden republik indonesia mas mesti lapor tegak hukum tindak ancam bunuh kepala negara,0,0,0,0,0,0,0,0,0,0,0,0
kayak orang nyosor nete,0,1,0,0,0,0,0,0,0,0,0,0
ngewe bae,0,1,0,0,0,0,0,0,0,0,0,0
jebur cebur,0,1,0,0,0,0,0,0,0,0,0,0
pks ulang balai kota rr bicara calon presiden balai kota ganti nama balai politik ,0,0,0,0,0,0,0,0,0,0,0,0
lanjut rencana seret adil ham pbb,1,0,1,0,0,0,0,0,1,1,0,0
bijak kembali barang konsumen barang rusak cacat produksi konsumen puas produk hitung tanggal pembeliannhauzminiquiz hauzidnyuk ikutann,0,0,0,0,0,0,0,0,0,0,0,0
kisah hidup muhammad lengkap unduh,0,0,0,0,0,0,0,0,0,0,0,0
jajah bumi indonesia hapus jajah ekonomi budaya hasil bumi cina basmi nkri usir,1,0,0,1,0,1,0,0,0,0,0,1
we pipis onta cecer mari bau pesing,0,1,0,0,0,0,0,0,0,0,0,0
kalo jadi teriak lantang pmrth pro aseng pas tawar bantu asing bikin posko inti kompor keluarga korban pmrth bilang,0,0,0,0,0,0,0,0,0,0,0,0
mari berjuangsampai jokowi lantik gentar njangan takut nwalau mata benang leher ujung tombak perut nntidak surut langkah kitantidak bisu suara kitantidak,0,0,0,0,0,0,0,0,0,0,0,0
kayak monyet,0,1,0,0,0,0,0,0,0,0,0,0
survei metro tv jokowi menang presiden etapi hitung ya kalah salah judul maksud jokowi menang sumber zie bajrie,1,0,1,0,0,0,0,0,1,1,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
cuba tegak anime ni karakai jozu no takagisan nak feeling feeling cinta monyet zaman sekolahmemang throwback,0,0,0,0,0,0,0,0,0,0,0,0
seru pesta budaya erau kuta kartanegara,0,0,0,0,0,0,0,0,0,0,0,0
contactnya retweet yanbanyak banget kenal tante jilboobs sangenini nama tante dea,0,1,0,0,0,0,0,0,0,0,0,0
debat publik ajang bukti pintar ruang akademik pamer ciamik orang kuat lemah egosentris nama kuat tahan l,0,0,0,0,0,0,0,0,0,0,0,0
duduk istana negara lengser jokowi,1,0,1,0,0,0,0,0,1,0,0,1
hebat yg sibuk citra baca nih,1,0,1,0,0,0,0,0,1,1,0,0
muslim hina iblis betina nista syariat,1,1,1,0,1,0,0,0,0,1,0,0
baby kafir buddha teroris myanmar,1,1,0,1,1,1,0,0,0,0,1,0
indonesia blom merdeka indonesia jajah orang cina takbirallauakbar,1,0,0,1,0,1,0,0,0,0,1,0
amat politik hantayudha pasang calon khanz nya jateng jatenggayeng,0,0,0,0,0,0,0,0,0,0,0,0
jongos nista agama ahok sok sok ngong saramajikan nya tebar sara astagfirllah tobat,1,1,1,0,0,0,0,0,1,1,0,0
follow beli katolik akun prof tambah wawas berbangsaterima kasih,0,0,0,0,0,0,0,0,0,0,0,0
sih bejat cabul kecut sih onta ye,1,1,1,0,0,0,0,1,0,1,0,0
wibisono citra jokowi sebar up media massa pro asing kes jokowi hasil,1,0,1,0,0,0,0,0,1,1,0,0
adi gaya kayak beruk gin supir tembak metromini masuk dprnkampungan lu,1,1,1,0,0,0,0,0,1,1,0,0
km mainstream mengaartikan pintar pintar relatif gantung bawa mana erti spt pintar mengundeeestimatekan org gw pintar komen ajah rejim now pintar mangkrakan janji janji doang somaking,1,0,1,0,0,0,0,0,1,1,0,0
gue dongo,0,1,0,0,0,0,0,0,0,0,0,0
ih masak sama sampah,0,0,0,0,0,0,0,0,0,0,0,0
gw pukau,1,0,1,0,0,0,0,0,1,1,0,0
aspirasi lina sumedang calon gubernur jabar berantas pelakor resah hidup warga desa,0,0,0,0,0,0,0,0,0,0,0,0
yaaelah chat urusin mesum anggotadpr mingkem nyata selingkuh tujuh pura pura budek otak,1,1,0,1,0,0,1,1,0,0,1,0
tu takut cina party dap bimbang paham bawa,0,0,0,0,0,0,0,0,0,0,0,0
cermin pecah kaca,0,0,0,0,0,0,0,0,0,0,0,0
lansung tag partainyanga berani ya banci,1,1,1,0,0,0,0,1,0,1,0,0
awwww comel nya asing warna,0,0,0,0,0,0,0,0,0,0,0,0
islam jadi manusia idealis realistis hidup lupa ajak keras ajak istirahat,0,0,0,0,0,0,0,0,0,0,0,0
kristus anjing asu jiamput keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk k,1,1,0,1,1,0,1,1,0,0,1,0
agama katolik sebut katolik nusantara agama kristen protestan sebut kristen protestan nusantara agama hindu sebut hindu nusantara agama buddha sebut buddha nusantara lha,0,0,0,0,0,0,0,0,0,0,0,0
bas teknologi digital presiden sistem betulbetul jalan langsung ramah guna ratas,0,0,0,0,0,0,0,0,0,0,0,0
ahhh asa hibur cebong bahagia presiden cebong tol cebong elo germo,1,1,1,0,0,0,0,0,1,1,0,0
resah presiden hidup penuh drama citra main ftv joko judul,1,0,1,0,0,0,0,0,1,1,0,0
agama kristenngolongan darah bnasal san fernando valley,0,0,0,0,0,0,0,0,0,0,0,0
budha bunuh muslim myanmar,1,0,0,1,1,0,0,0,0,0,1,0
yahudi bangkai jerman ibadah,1,1,0,1,1,1,0,0,0,0,1,0
papamintaketuafraksi rakyat nya setya novanto dewan wakil rakyat pecat ketua dewan wakil rakyat pecat dewan wakil rakyat,1,0,1,0,0,0,0,0,1,1,0,0
cina,0,0,0,0,0,0,0,0,0,0,0,0
hoax kodok biawak roket sekop bangsat karbitan munafik,1,1,0,1,0,1,0,0,0,0,1,0
ribut komunis bla bla emoh baca yg baca niat agitasi serang perintah pakai cari simpatisan,1,0,1,0,0,0,0,0,1,1,0,0
jokowi harap skema kerja pembangunanpembangunan lain,0,0,0,0,0,0,0,0,0,0,0,0
pilih langsung biar pilih presiden dewan wakil rakyat sj calon presiden biar kayak kucing karung bikin mekanisme ok calon presiden tentu gubernur prestasi maju calon presiden gubernur,0,0,0,0,0,0,0,0,0,0,0,0
gak vital gimanaudah inter bek kanan beda ya era maicon dambrosio datang cancelo bagusnyanhmmmmberarti simpul geblek ausilio,1,1,1,0,0,0,0,0,1,1,0,0
nama agama munafik,1,1,1,0,1,0,0,0,0,1,0,0
contoh tuding duga korupsi sby dorong jaksa usut himbau kpk usut duga korupsi jokowi,1,0,1,0,0,0,0,0,1,1,0,0
cium bau bau pecun,0,1,0,0,0,0,0,0,0,0,0,0
henti konsumen wisata haji umoh tipu produsen wisata jiarah indonesia,1,0,0,1,1,0,0,0,0,0,1,0
buru nazi simon wiesenthal pegang fotofoto gambar mantan kepala gestapo walter rauff van kamar gas gerak eksekusi orangorang yahudi,0,0,0,0,0,0,0,0,0,0,0,0
yg caci maki nista agama tahu poligami digituin sih ogah,1,0,1,0,0,0,0,0,1,1,0,0
bubarin negara satu republik indonesia harga mati,1,0,0,1,0,0,0,0,1,0,0,1
baikbaik sih royson jokowi kacung guannitulah alas fundamental rezim sengaja masuk debt trap komunis cinannso wajib,1,1,1,0,0,1,0,0,0,1,0,0
wkwkwkwk mampus pepet uji ah,0,1,0,0,0,0,0,0,0,0,0,0
gubernur jaman now ya anti hoaks sebar isu ganjaryasinmenang kamiganjaryasin,0,0,0,0,0,0,0,0,0,0,0,0
azan tv panggil manggil allah swt dungu biadab henti acara catut nama tuhan lanjut,1,1,0,1,1,0,0,0,0,0,0,1
laku bani cebong,1,1,0,1,0,0,0,0,1,0,1,0
baju yahudi top bas geng jubah putih kopiah minyak atar janggut dahi belekok bak ahli syurga ni out of place mohon direjam,0,0,0,0,0,0,0,0,0,0,0,0
gua ge marah auto daftar hitam hidup guennsampah guna daur ulang,0,0,0,0,0,0,0,0,0,0,0,0
anjir bekas silit mah,0,1,0,0,0,0,0,0,0,0,0,0
cebong panas ngawur,1,1,1,0,0,0,0,0,1,1,0,0
amin moga tiga tampil baik sumbang medali sumatra selatan,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
gubernurzamannow keanekaragaman budaya suku agama sungguh kaya kita djarot hadap serta rakercabsu,0,0,0,0,0,0,0,0,0,0,0,0
bingkai bangkai jadi ajar hidup,0,0,0,0,0,0,0,0,0,0,0,0
edan mula menang lihat ya ampun kartu r gue bat,0,1,0,0,0,0,0,0,0,0,0,0
nahklo pki alias partai korupsi indonesia ganyang ga,1,0,0,1,0,0,0,0,1,0,1,0
perempuan kayak mending mati deh jelek aja sok make up artist,1,1,1,0,0,0,1,0,0,1,0,0
jual gue kayak jablay,0,1,0,0,0,0,0,0,0,0,0,0
bijak tugas jajar kereta listrik doang tumpang ikut doang suruh orang erti erti butuh orng bangke,0,1,0,0,0,0,0,0,0,0,0,0
titit nya sambung pakai accessoris jg,0,1,0,0,0,0,0,0,0,0,0,0
mata gue pas sipit engga aneh pis,0,0,0,0,0,0,0,0,0,0,0,0
ko banci gigih natural killer,0,1,0,0,0,0,0,0,0,0,0,0
waspada cina komunis indonesia,1,0,0,1,0,1,0,0,0,0,1,0
banci kampung heeee,1,1,1,0,0,0,0,1,0,1,0,0
gembel ganteng kasihan cinta asik asyik jos,0,1,0,0,0,0,0,0,0,0,0,0
deklarasi pilih kepala daerah aman anti hoaks toga jemirahan jabon,0,0,0,0,0,0,0,0,0,0,0,0
setiausaha agung pas datuk takiyuddin hassan sahkan cuba pinda lembaga party presiden party,0,0,0,0,0,0,0,0,0,0,0,0
emang najis,0,1,0,0,0,0,0,0,0,0,0,0
sastra e karl mark pentol komunis rusia,0,0,0,0,0,0,0,0,0,0,0,0
otak kayak bool deh mess hari makan silit gtu,0,1,0,0,0,0,0,0,0,0,0,0
ganti rezim kacung cebong,1,1,0,1,0,0,0,0,1,0,1,0
cina hak larang,1,0,0,1,0,1,0,0,0,0,1,0
hebat bicara cinta pegang quran pegang hidup quran bicara cinta perang bunuh penggal,1,0,0,1,1,0,0,0,0,0,1,0
jomlo jablay,0,1,0,0,0,0,0,0,0,0,0,0
perjaka jual nsok sok an booking tante idiot njir,1,1,1,0,0,0,1,1,0,1,0,0
rev pilih ulama dg kafir munafik,1,1,1,0,1,0,0,0,0,1,0,0
jaga bersih lingkung orang orang melek wajib buang sampah bicara tugas bersih,0,0,0,0,0,0,0,0,0,0,0,0
sejuk gila ofis kulit buaya,0,0,0,0,0,0,0,0,0,0,0,0
ooo camtu biasa kena imbang nakal kucing anjing abang lainlain dark side brightside chill sosial kalai lengkap kahkahkah k bang selamat maju jaya dah jawab terima kasih,0,0,0,0,0,0,0,0,0,0,0,0
masalah solusi dampak signifikansekurangnya obat cegah sakit tambah parah,1,0,1,0,0,0,0,0,1,1,0,0
gampang kak buka hp buka browser ketik budaya palembang silah nikmat ajar gratis,0,0,0,0,0,0,0,0,0,0,0,0
gerombol onta aku bela umat mata penting politik praktistgb demokratis penting umat pikir modernsalut untuk tgb,0,0,0,0,0,0,0,0,0,0,0,0
culun mending kampung jes,1,1,1,0,0,0,0,0,1,1,0,0
goyang jilboobs mantap nih hyper kontol doi nntadi squirt loh tonton live nya besok,0,1,0,0,0,0,0,0,0,0,0,0
islam indonesia islam nusantara islam modifikasi rupa masuk budaya indonesia agam islam nusantara islam toleran,0,0,0,0,0,0,0,0,0,0,0,0
presiden aspek indonesia mbak anti investasi asing ubah invasi asing wajib warga negara lawan,0,0,0,0,0,0,0,0,0,0,0,0
pkl indonesia barat kanit binmas ipda mt hutasoit laksana sambang pesan pesan aman tertib masyarakat pilih gubernur pilih kepala daerah karyawan bri ranting muara damenra sihite kawan kawan desa hutanagodang kec muara kab tap utara,0,0,0,0,0,0,0,0,0,0,0,0
kalimantan tuju gin batu bara nya keruk listrik,0,0,0,0,0,0,0,0,0,0,0,0
fardu kifayah hukum wajib ajar islam pilih presiden utus kalang santri sokong ulama maju pimpin negeri,0,0,0,0,0,0,0,0,0,0,0,0
hah bangkai nih truk,1,1,1,0,0,0,0,0,1,1,0,0
nahdliyin setop hina maruf amin,0,0,0,0,0,0,0,0,0,0,0,0
cebong kampret onta singgung laut,1,1,0,1,0,0,0,0,1,0,1,0
risa pulang latih iris hazel milik tangkap siluet gadis gadis asingnnbelum risa temu gadis radio tempat tinggal r,0,0,0,0,0,0,0,0,0,0,0,0
hahahaha orang gila bicara caknmakanya micin biar otak encer congnngomong ngawur muslim muslim silit taubabi,1,1,1,0,1,0,0,0,0,1,0,0
coba kaca introspeksiapakah keluarga pakai hijab komunis jgaotak pakai properti orang,1,0,1,0,0,0,0,0,1,1,0,0
muhammadiyah inggris jalin kerja kendali ekstrem,0,0,0,0,0,0,0,0,0,0,0,0
kalo neraka kena bom surga orang muka bumi goku,0,0,0,0,0,0,0,0,0,0,0,0
bot nanya ich liebe dich yg bot kasih ipad barusan cemplung jamban kuda,0,1,0,0,0,0,0,0,0,0,0,0
copot darmin nasution menko ekonomi bodoh turun daya beli jabat,1,1,1,0,0,0,0,0,1,1,0,0
bodo anjir bodoh tertawa gue tertawa astagfirullah humor banget,0,1,0,0,0,0,0,0,0,0,0,0
mata picek cukknora lihat prestasi jokowinnguoblokkkntolol,1,1,1,0,0,0,1,0,0,1,0,0
hasil penjara ahok alumni dukung rizieq lengser jokowi lebaran,1,0,1,0,0,0,0,0,1,0,0,1
coba dedengkot jin terang ulama saudi rilis publik akidah jin contoh jin anggap kafir peluk kristen hindu budha dll peluang masuk surga naku fatwa saudi jin adal,0,0,0,0,0,0,0,0,0,0,0,0
hujan lebat langit gelapgelita guruh kilat sumbat jari telinga masingmasing dengar suara petir ranah takut mati masakan lepas allah me,0,0,0,0,0,0,0,0,0,0,0,0
cerdas konseptual,0,0,0,0,0,0,0,0,0,0,0,0
nama baek nnucapan putus iring sergap mata antuk gigit bibir ragu gapai gelas minum wine tinggal,0,0,0,0,0,0,0,0,0,0,0,0
bismillah melayu raya tanah melayu macammacam nama dengar kaji jajah tanah melayu thread kupas serba bani jawi,0,0,0,0,0,0,0,0,0,0,0,0
nak kawin nih kena simpan duitilmu agama kena benda kena senang cerita,0,0,0,0,0,0,0,0,0,0,0,0
aduh lucu banget adik kelas gue pas sma lapor bang field trip taman safari heran nyebut nama teman arisan keluarga bawa sekolahannntai arisan,0,1,0,0,0,0,0,0,0,0,0,0
gimana main asw,0,1,0,0,0,0,0,0,0,0,0,0
hebat arif suku baduy hutan jaga budaya nafas hidup hidup jaga imbang alam,0,0,0,0,0,0,0,0,0,0,0,0
yailaah gilir ramai ngebelandulu pas idol mati sedih doang serbu sarap ya maap,0,1,0,0,0,0,0,0,0,0,0,0
sabar doa usaha ikhtiar mudahmudahan bentar pakai contek pakai plangaplongo,1,0,1,0,0,0,0,0,1,1,0,0
umat islam mksdnfpi hti mrk muslim tp nista islam bajing muslim buat onar kecut lari islam islam gilir mesum islam buat onar islam,1,1,0,1,1,0,0,1,0,0,1,0
warga semarang prihatin kontroversi puisi gus mus,0,0,0,0,0,0,0,0,0,0,0,0
celeng nya bang acon susah banget,1,1,1,0,0,0,0,0,1,1,0,0
cari musuh dasar ana cebong kampret,1,1,1,0,0,0,0,0,1,1,0,0
tuju dpr menteri jabat negara wajib potong presidenntiap pns potong jgnpegawai swasta potong,0,0,0,0,0,0,0,0,0,0,0,0
cie nih akun hasil bodoh kaum bikin kaumkaumnya biar kata jokowi anti islam wkwk,1,0,1,0,1,0,0,0,0,1,0,0
juara tipu junjung bani kampret,1,1,0,1,0,0,0,0,1,0,1,0
turun cina sipit,0,0,0,0,0,0,0,0,0,0,0,0
amin rais bikin kacau suruh reformasi pilkada salah hasil,1,0,1,0,0,0,0,0,1,1,0,0
fahri hamzah presiden kpk bubar,1,0,0,1,0,0,0,0,1,0,0,1
takut banci,0,1,0,0,0,0,0,0,0,0,0,0
linmas wilayah tawangsari bulu amp weru terima bekal pam pilkada serentak,0,0,0,0,0,0,0,0,0,0,0,0
bolot,0,1,0,0,0,0,0,0,0,0,0,0
doi native speaker yannmother languagenya englishnnkomen jaga bangsad,1,1,1,0,0,0,0,0,1,1,0,0
kitakita nyata ga bangke,0,1,0,0,0,0,0,0,0,0,0,0
salah tulis salah bu nmkst nya cebong muda kampung,1,1,1,0,0,0,0,0,1,1,0,0
uname absurd first impression bikin enak imaginenya ganteng etik pas coba ngewe direct message enak banget harap direct message,0,0,0,0,0,0,0,0,0,0,0,0
admin presiden pm,0,0,0,0,0,0,0,0,0,0,0,0
stw singaraja suka kontol,0,1,0,0,0,0,0,0,0,0,0,0
kafir haram pimpin nyet,1,1,0,1,1,0,0,0,0,0,1,0
shio baekhyun monyet,0,0,0,0,0,0,0,0,0,0,0,0
ceruk pasar pasar pasar butuh cth asuransi pensiun tentara us tuh ga orang pensiun tentara sekali pensiun tentara asuransi tsb alat butuh orang cacat ga orang cacat ta,0,0,0,0,0,0,0,0,0,0,0,0
emang kiai staquf sebut suku ras biar mudah paham nalar bahlul arab sembah sodor arab bani saud pro israel eh pura pura,1,1,1,0,0,0,0,0,1,1,0,0
dosa ya anis sandi bully rendah orang jahat licik bully rendah dunia kejam kawan,0,0,0,0,0,0,0,0,0,0,0,0
om om ajar agama buddha hindu bgini coba ajar ya buka mulut,0,0,0,0,0,0,0,0,0,0,0,0
alam kerja part time cina best kerja melayu haha,0,0,0,0,0,0,0,0,0,0,0,0
kuat jijik ku cepat asa kejar kejar ya napas sungkan wkwkwk,0,0,0,0,0,0,0,0,0,0,0,0
bubar dpr bubar savekpk,1,0,0,1,0,0,0,0,1,0,0,1
hehehe akhirnyaternyata pasar global jgtdk batas lokal asing asing jujur,0,0,0,0,0,0,0,0,0,0,0,0
gua diving mampus junedi,1,1,1,0,0,0,0,0,1,1,0,0
suciwati revolusi mental jokowi omong kosongbualan tuju amp comment,1,0,1,0,0,0,0,0,1,1,0,0
marah rupiah panggil sipit hoshi suka mata manansepele ah fisiknmungkin pakai definisi hoshi milik mata sipit deh,0,0,0,0,0,0,0,0,0,0,0,0
otak makelar jual aset negara maling aset negara pertamina jual isi tka tiongkok n,1,0,1,0,0,0,0,0,1,1,0,0
akun siti fatimah amp komen laman ringkas ajaparah amp bejat malu bp moga sehat sabar amp semangat suara benar,1,1,1,0,0,0,0,0,1,1,0,0
bawang putih kafir haram laginhikshikshiks,1,1,1,0,0,0,0,0,1,1,0,0
tuju ahoker lengser prabowo jokowi hancur penjara karuan,1,0,1,0,0,0,0,0,1,0,0,1
rawan join gera arus rindu pimpin nasional nasionalis islam moderat cakiminthenextwapres,0,0,0,0,0,0,0,0,0,0,0,0
onta nsd,0,0,0,0,0,0,0,0,0,0,0,0
umpan pakai biar mancing buaya,0,0,0,0,0,0,0,0,0,0,0,0
komunis abad pki kecoak makan kecoak,1,1,0,1,0,1,0,0,0,0,1,0
retweeted ikko pribumi tiru horas horas horas kapal feri presiden unjung pulau samosir rangkai kunjung kerja presiden sambut upacara adat samosir pekik horas horas horas,0,0,0,0,0,0,0,0,0,0,0,0
mata lu picek ya janji jokowi tagih sby mata picek blok,1,1,1,0,0,0,1,0,0,1,0,0
indonesia tahan kuat ekonomi politik hun pilih simpan beda agama,0,0,0,0,0,0,0,0,0,0,0,0
freeport kuasa asing perintah jokowi jonan menteri esdm freeport ambil alih saham jonanjos,0,0,0,0,0,0,0,0,0,0,0,0
as claran anak pintern dongon koplakn cantik idot n tau malu n urat malu putusn butt muka nya imut bgt,1,1,1,0,0,0,1,0,0,1,0,0
menag riset ptkin orientasi publikasi artikel scopus jenis keluar tantang umat islam ptkin pangkal data rujuk bangun database ulama nusantara,0,0,0,0,0,0,0,0,0,0,0,0
presiden buruk sejarah bangsa bangsa cebong,1,1,1,0,0,0,0,0,1,1,0,0
me nusantara arti nasionalisasi aset asai asing pimpin sungguh nasionalis patriotisnnnusantara versi proxy tuju lemah tahan nusantaranasional bangsa,0,0,0,0,0,0,0,0,0,0,0,0
foto profil nya pesawat bilang cinta produk asingdari sederhana sajakita ukur parah tingkat munafik mulbh langsung terjun pesawat biar ucap sesuai buat,0,0,0,0,0,0,0,0,0,0,0,0
remuk rengginang cocot ah,0,1,0,0,0,0,0,0,0,0,0,0
ku padah eh even bodoh bulak curang ompu ya nya still kau segal sayang eh kau bodoh sikpande,1,1,1,0,0,0,0,0,1,1,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
acara mutu ulah mantan aktivis gmni organisasi masyarakat mahasiswa gembong partai komunis indonesia musuh bebuyutan hmi,0,0,0,0,0,0,0,0,0,0,0,0
ayo pilih alin aja alin bawel banget diomongin banci jalan omong,0,1,0,0,0,0,0,0,0,0,0,0
adopsi perintah pusat nich ,0,0,0,0,0,0,0,0,0,0,0,0
prof prof bilang dapat forum buka kacau biar prof muka agama ulama melur,0,0,0,0,0,0,0,0,0,0,0,0
biadab oknum aparat keparat,1,1,0,1,0,0,0,0,1,0,1,0
hahahaha jancuk,0,1,0,0,0,0,0,0,0,0,0,0
untung kuntig,0,0,0,0,0,0,0,0,0,0,0,0
kaisoo couple hangat bandara tanggal maret kemarin kalah hunhan korea cina cina korea kai suka banget deketdeket do kaisoofact,0,0,0,0,0,0,0,0,0,0,0,0
wuakkakaa mampuss salah gue blok jaman jokowi ahok nyagub gaya toong toong anies sandi,1,0,1,0,0,0,0,0,1,1,0,0
orang asing obrol bosan tunggu transit teman,0,0,0,0,0,0,0,0,0,0,0,0
mata picek mata lihat belah,1,1,1,0,0,0,1,0,0,1,0,0
maaf twitter kali orang bego,0,1,0,0,0,0,0,0,0,0,0,0
ha kocak kalabong dungu,1,1,1,0,0,0,0,0,1,1,0,0
catat buka lupa alam pilkada dki jakarta usung partai gerindra hasil tumbang tahan usung koalisi motor,0,0,0,0,0,0,0,0,0,0,0,0
kenal walpri perempuan pilkada bondowoso  radar jember,0,0,0,0,0,0,0,0,0,0,0,0
sana mayoritas budha pendeta demo kau googling video demo thailand biar tau,0,0,0,0,0,0,0,0,0,0,0,0
komunis main,0,0,0,0,0,0,0,0,0,0,0,0
suka kesal orang pas gue jadi confess gue gilir gue jomlo mana tau ngomong silit,0,1,0,0,0,0,0,0,0,0,0,0
ehhhhh bandot lu kritik jokowi ampe mencret darah is okntpi klo lu hina fitnah ambil tindak npak jokowi presiden pimpin negara nlu pimpin agama tpi salah kaprah luuuu,1,1,1,0,0,0,0,0,1,1,0,0
balas usir buddha ajar etnis muslim rohingya singkir data sensus duduk myanmar,1,0,0,1,1,0,0,0,0,0,0,1
astagfirullah mata gue noda nterkutuk erti bokep,1,1,1,0,0,0,0,0,1,1,0,0
